,Expected entropy
gnash,-6.515619825677295
cloud,-6.515722766637857
glads,-6.516595503119416
waker,-6.516780757166671
slimy,-6.517112054249581
field,-6.517220046052057
twerp,-6.517368316853145
shove,-6.517514919308325
chits,-6.517677904498861
alums,-6.517916512901851
icons,-6.5184591022357585
melba,-6.518754924350857
ramps,-6.5187613749888635
fiber,-6.519600878074004
prawn,-6.520002924937965
binge,-6.520017084266914
shiny,-6.52017130983983
leers,-6.520190096138482
clips,-6.5202830895911505
bueno,-6.520310373876223
visor,-6.520347261337652
lawns,-6.520690622848687
buyer,-6.520980572950326
manic,-6.5209949518494
treed,-6.521158988773867
tabus,-6.521481936265513
tempo,-6.521565409769818
berms,-6.521941872262581
beady,-6.52195128672399
maids,-6.521989487291975
neigh,-6.5225130471743356
colds,-6.52270553411307
flash,-6.522968653945486
mints,-6.523019871628835
voila,-6.523135165627476
caved,-6.523284300436448
corer,-6.523507797854452
paves,-6.523516824745364
muley,-6.523687436271033
strum,-6.5237603665616675
wreak,-6.523828277120692
seder,-6.5239903110737965
hardy,-6.524019516114603
hiver,-6.52502849670719
incur,-6.525056293087035
roses,-6.525129186351014
flits,-6.52550444537715
diems,-6.526162209249576
touch,-6.526432550703748
texas,-6.526590172331271
hoped,-6.526668044528221
turbo,-6.5268789431910745
riser,-6.527822240234927
menus,-6.528158120907124
wroth,-6.528553744752032
levis,-6.5286334844583385
clops,-6.528808488718619
chino,-6.528869602076514
impel,-6.528883853030364
fined,-6.528980935496694
fetid,-6.529071230363127
cribs,-6.529102927214309
cordy,-6.529493636016557
focal,-6.529577566724221
porch,-6.529922626108432
rifts,-6.529942378493887
paths,-6.5300968765093845
couth,-6.53051698958265
spume,-6.531138334847563
ghost,-6.531205999276098
primo,-6.531778710391626
cloys,-6.533020849597297
razed,-6.533234940179714
briny,-6.533285419979252
poems,-6.533594650837239
melds,-6.533689170066581
barms,-6.533764107639327
genus,-6.533794663114591
dopey,-6.534294688065938
wield,-6.53470425425085
bloke,-6.534740814673905
egads,-6.534910561620551
forth,-6.535135840159392
gelds,-6.535429414774755
haves,-6.535640682088024
bower,-6.535887384654139
deter,-6.536088521020729
pends,-6.536337983467994
altar,-6.53656976043618
cavil,-6.536867051570961
locus,-6.537963608418229
voted,-6.537973883472934
swath,-6.538009750589498
bergs,-6.538046267981497
thous,-6.538968622166564
bison,-6.538983498695814
liked,-6.540190462675542
graph,-6.541728116191578
peter,-6.5424063263148975
demos,-6.542416643349659
tipsy,-6.542468646307274
podia,-6.542950802044821
sails,-6.543033838757881
vents,-6.543388252820147
sting,-6.543674399990596
micas,-6.544764694953994
idols,-6.544828511404809
stack,-6.54489569592036
tecum,-6.54515498710699
midst,-6.545184265840405
rawly,-6.545511817921582
hogan,-6.545665899817547
stoup,-6.545681952060153
flesh,-6.546036564801281
makes,-6.54642356865458
dared,-6.546461851759207
wised,-6.546504147261959
tubas,-6.5468690472460045
harum,-6.547390737660833
churn,-6.5474370990986825
perks,-6.547756668355938
fatly,-6.547932635659932
stamp,-6.5482528245929235
toast,-6.548460572027376
tract,-6.548487864250032
rises,-6.54855948334001
facto,-6.549006514281241
grapy,-6.549039134249495
acids,-6.549260079880113
sheer,-6.549503771364317
crypt,-6.549522637825715
slats,-6.5497603134420075
fuels,-6.550084453843359
refly,-6.550166276997987
flout,-6.5504844232605235
helms,-6.55094592426573
sties,-6.551719678738894
blunt,-6.551848914162409
axles,-6.551858608686877
vaunt,-6.552014681270202
grabs,-6.552372290981474
musta,-6.553414268017151
vitro,-6.5540303391912795
obeah,-6.554154143053265
smith,-6.554175404596748
harpy,-6.554460013109921
throb,-6.554531785074701
fiord,-6.554618662822112
wined,-6.554647802815025
lisle,-6.554900356267215
admit,-6.555538464147927
hovel,-6.555741094759349
vapes,-6.556206377383795
darks,-6.556325092944585
jeans,-6.556555590586158
surer,-6.556742892577159
newts,-6.557180605308583
mused,-6.5571845581434705
fraud,-6.557184756400602
drear,-6.5573368891269705
greet,-6.5577666967469455
shawl,-6.558107293272853
right,-6.558161665153007
ladle,-6.558178579279282
viper,-6.5585578116981065
draws,-6.558603328437752
amped,-6.558765195470412
eight,-6.558960050950416
janes,-6.55914790429799
coves,-6.559161688244324
ahoys,-6.559521535737551
omits,-6.560010483829998
hands,-6.5600725812423795
maven,-6.560659759066591
hazer,-6.560842297792513
smoke,-6.560897571616237
taxed,-6.561069767081457
cubes,-6.5615166430099485
prong,-6.561619592748159
gouts,-6.562006214200848
crink,-6.562716396245792
longs,-6.562893741863687
parks,-6.5630046304823475
vapor,-6.563026851163202
start,-6.563026881292263
gluon,-6.563031481724301
debts,-6.563650086739555
shelf,-6.5639807198969775
lyric,-6.564094681389182
tings,-6.564425427355628
lurch,-6.5650238624102455
biker,-6.565328871518054
frays,-6.565914936340623
trunk,-6.566436284432914
wetly,-6.566484563940828
ovule,-6.56695436160495
fagot,-6.566993726696431
ruing,-6.567189180461533
viola,-6.5678000095826565
forty,-6.568444448814803
welsh,-6.568477437404848
cruft,-6.568962916044187
dupes,-6.569188946256037
candy,-6.569472920210543
temps,-6.569473842973577
mover,-6.569610275258958
lusty,-6.569749154984867
enter,-6.569927116014247
harks,-6.570145480651792
agree,-6.5701957362215255
spree,-6.57026682552814
basic,-6.570308208328537
waver,-6.5703945137956525
dorms,-6.5704358599438635
rhyme,-6.570658598973341
notch,-6.570991900047019
debut,-6.571049473392184
tamps,-6.571237296932079
frosh,-6.572339618501036
klieg,-6.572588150908293
claws,-6.573674159978157
ingot,-6.574148742548293
abhor,-6.574523941355455
bytes,-6.574723403150505
sprog,-6.574739077922088
prize,-6.575011843987838
sheik,-6.575327526159487
widen,-6.575356897187896
gibes,-6.5755170871927895
loved,-6.57559834039693
crown,-6.575685401406663
drier,-6.575686510428797
cases,-6.575768870565588
beaks,-6.575927863641976
wraps,-6.576093440786976
racks,-6.576515192282628
swept,-6.576682117721924
yokel,-6.576777941252371
ikats,-6.576983276068402
pawed,-6.5771191798555675
disco,-6.577164351115187
bleak,-6.577327843062131
garbs,-6.577414802634982
waive,-6.577471241171763
talky,-6.577626533190167
homed,-6.577628964000786
gourd,-6.5779029344725055
tarts,-6.5783270347795275
shady,-6.578649386144018
wards,-6.578801455788841
thank,-6.579513378735488
bugle,-6.580236310880841
worth,-6.580290127838856
cruds,-6.580407259306325
prigs,-6.580846300567379
eager,-6.580906613524298
clefs,-6.581007749723243
zetas,-6.581354443539867
limns,-6.581776153358563
fount,-6.581915059254551
roost,-6.582070904611182
oases,-6.582410980867262
teens,-6.58269454331061
audio,-6.58276871107006
brawl,-6.583135148972063
rheum,-6.5834384105160355
sprig,-6.584030718242553
unsay,-6.584034188345589
palms,-6.584365704602649
sines,-6.58458977741343
overs,-6.584834549119966
pengo,-6.584951552659658
asked,-6.585227012237192
grift,-6.585372191368806
calks,-6.585507124674727
quire,-6.586532719045437
bakes,-6.586823578021302
tempi,-6.587072912834594
grids,-6.5871974546041905
burls,-6.587720834239765
beret,-6.587824125216525
there,-6.587992223354239
snack,-6.58825493163311
bowie,-6.588530317777158
maybe,-6.588754925538754
damns,-6.58887814782187
yelps,-6.589532027865628
pious,-6.589693217829382
ichor,-6.590548076198727
chirp,-6.5905812483284665
clogs,-6.590702698215066
bowel,-6.590924417134322
beamy,-6.590955786598827
swarm,-6.591236222914099
glove,-6.591309316868682
shank,-6.591310448312679
taxol,-6.591319090207281
agony,-6.591813671784816
totes,-6.591830860067945
davit,-6.592041046666039
prier,-6.592538827249958
raper,-6.5925392355935175
hyper,-6.592588868839368
giver,-6.592794567006802
firth,-6.59304125582415
vitas,-6.593168626416973
winey,-6.593582422429652
frond,-6.593620794324532
purty,-6.5937830630861525
turdy,-6.593844968589988
nomad,-6.593866968278337
prims,-6.5944462237874735
decoy,-6.594632685601083
world,-6.594995637422372
glaze,-6.59513488773297
noose,-6.595393066742147
chins,-6.595465887290425
lingo,-6.59582864746502
nacho,-6.596210870629583
match,-6.59637447659576
salts,-6.59694809641567
moped,-6.596983299431774
blurs,-6.597473267230136
clews,-6.597983106126961
torso,-6.59810301408657
proms,-6.5981729445224
caulk,-6.598188549115562
spang,-6.598439304339677
stars,-6.598991656659335
facts,-6.599495591282823
hawed,-6.600103744839763
fonts,-6.600282324704937
sahib,-6.600797505188071
gluts,-6.601988113986639
fetus,-6.6022166275146805
chief,-6.6024262428754446
peace,-6.602430167871212
bouts,-6.602621966866258
plank,-6.6028203376355235
evils,-6.602903274652981
easts,-6.604050451145627
warps,-6.6044486600017525
befit,-6.604563070003255
spiny,-6.60461520940564
taint,-6.6047272598509315
veldt,-6.605381687012835
knead,-6.605729132640416
anent,-6.605943455757408
maths,-6.606105039738658
unity,-6.606502435337358
clamp,-6.606580500882048
bulge,-6.607297463671267
tawny,-6.607353943759863
gamin,-6.6075114215820046
lofts,-6.607815577418046
dicut,-6.608316833891553
psalm,-6.608805915242166
depth,-6.608849624343945
fours,-6.609162569471919
rests,-6.610072115044741
evict,-6.610254605972698
decaf,-6.610533600539395
troll,-6.610640994450289
gwine,-6.610642992692962
corks,-6.610893226020308
slick,-6.611735907974159
mulct,-6.6119305384693075
month,-6.6120294179928045
fiend,-6.612602731447747
retro,-6.61284785810147
lived,-6.612875719022607
inane,-6.613173353823572
choke,-6.61323661177994
axels,-6.613491585759451
otter,-6.613797209784695
laugh,-6.614064911358857
anvil,-6.614090932555346
paper,-6.614746023874272
wilts,-6.615417572774276
cling,-6.615777692627708
atria,-6.6158808968006335
loses,-6.61626391587612
barer,-6.616818859108455
blahs,-6.617108632551261
sedum,-6.617160578820848
allot,-6.617503188124247
sorts,-6.617752231477842
extra,-6.618046247379719
stink,-6.618487670473818
mends,-6.618859751336324
total,-6.619168265041859
cowed,-6.619361467116266
roars,-6.619448802655137
arias,-6.61945674593122
bused,-6.619939583846863
dreck,-6.620042995294005
grips,-6.620778298618305
ester,-6.621112617013597
thyme,-6.6211252636892555
culpa,-6.621300120068135
sight,-6.621314437441832
child,-6.6215706178227425
metre,-6.622197589895629
famed,-6.622197795943171
nutsy,-6.622286181829429
devil,-6.623288857720724
being,-6.623745975420515
typed,-6.6238299267875815
maize,-6.623832799673585
chasm,-6.623876844980673
blocs,-6.623902957392091
shako,-6.624009218608403
movie,-6.624152967473598
sumac,-6.624171291793313
synod,-6.624242569148885
trill,-6.62441741451662
balds,-6.6245121029464
techy,-6.624584400415481
merse,-6.625047331287311
obits,-6.625508052591564
meter,-6.626500595620038
serge,-6.626849475398215
wonts,-6.627063060440422
zeros,-6.627172415100801
acing,-6.627277530877516
lefty,-6.627487217480004
tzars,-6.627514463942365
exact,-6.627901400479305
yogas,-6.628185606119962
suing,-6.628355417167009
curds,-6.6286961564407845
shirk,-6.629011034985512
hazel,-6.629723484511294
beths,-6.629941382438662
gazer,-6.63009381854027
matte,-6.630632829018792
towns,-6.631531737436231
farms,-6.631668940138642
lings,-6.631868455562254
begin,-6.632413927639059
epoch,-6.632625552540686
abuts,-6.633933157300136
rough,-6.63399028635454
infra,-6.634336036572736
crows,-6.6350614762594144
pokes,-6.635108700058656
dikes,-6.635644606651064
muons,-6.635792660592551
wanly,-6.63588104586123
whorl,-6.636291431011864
fauns,-6.636752630721557
sword,-6.636903882991397
ethic,-6.637039601398044
sheet,-6.637254618438058
mazer,-6.637598373277269
erode,-6.637981982516556
plebs,-6.637988186896604
plods,-6.638266785964705
burns,-6.63845463657533
waged,-6.639060838920265
awoke,-6.6393518073537585
mauve,-6.639772810092539
kilts,-6.640077563437464
preen,-6.640084594382803
vista,-6.64038579797552
ovals,-6.640388624706582
tacks,-6.641218244375542
pikes,-6.6418280136777
donee,-6.6421686655292875
slung,-6.64221534657959
ambit,-6.642394102516522
getup,-6.642478311938583
hangs,-6.642490882568839
lazed,-6.6425244793287055
quiet,-6.64279778324834
vocal,-6.643484167467247
slues,-6.643812727480989
brawn,-6.6442824049194344
souse,-6.644530521083423
batch,-6.644796202681296
prowl,-6.644997764548083
belch,-6.645483359278302
hikes,-6.6464145225623925
blond,-6.646551573381287
girds,-6.646642084857398
coked,-6.6468105419845305
wipes,-6.64682976717594
punts,-6.64691103442375
blaze,-6.647259071200225
homey,-6.647320529226847
passe,-6.647700907117694
dribs,-6.647746920179846
derby,-6.6477837464715055
viols,-6.648368126609149
marks,-6.648477082240425
joule,-6.648621163235285
sulfa,-6.648983205428511
stogy,-6.6491294490349615
fermi,-6.649181995954414
bahts,-6.649547931692067
gusto,-6.649561197086227
warms,-6.649695137086283
vised,-6.650111117407121
gamut,-6.650175546216704
baths,-6.650311657984578
pangs,-6.650579322480657
tulle,-6.650855478684802
dread,-6.651005242071378
humor,-6.651812263289906
bitsy,-6.652206716204757
logic,-6.65221409802151
vined,-6.65243729430347
afoul,-6.652521367303088
exist,-6.652552208926481
yacht,-6.652789245736311
hunts,-6.653001565282026
vices,-6.653427601687516
lifts,-6.653609401004182
peaky,-6.653791610163584
tufas,-6.653796037922301
volts,-6.654116990484404
women,-6.654494944812548
crimp,-6.654894102609689
cubit,-6.654915053235159
baize,-6.655081256513163
drink,-6.655599297747202
lamps,-6.656007783441745
snaky,-6.656519588074645
shift,-6.6565346160197905
group,-6.657344632510248
feign,-6.657563216328076
rinks,-6.657933603366694
seeth,-6.658371765457257
datum,-6.658846243029328
bends,-6.658921583384041
xored,-6.659253444155657
loxes,-6.659347902819553
layup,-6.659990544133674
quart,-6.660196984843021
duvet,-6.6602976991696785
direr,-6.660532489217171
paved,-6.661191302564392
kilos,-6.6613159429351185
holds,-6.661523593397849
crass,-6.661554117886211
gyros,-6.66186421835824
tsars,-6.6631988202401
dipso,-6.6639570282575065
dated,-6.664074272229702
hurly,-6.66436818919016
hoagy,-6.665555571313178
forma,-6.665722436679287
truck,-6.666079952482442
munge,-6.666089843671234
stall,-6.666127625867438
dried,-6.666482492078543
whirl,-6.666649547937323
rearm,-6.666777382692833
spank,-6.667349758280916
leper,-6.667554908259342
lurer,-6.667944857764518
haply,-6.668337050992172
throw,-6.6684024365205925
bodge,-6.668593443157813
acked,-6.668686401349517
frank,-6.669940990554775
lapel,-6.670201211716799
vegan,-6.670541554278649
elect,-6.671078140843337
doing,-6.671233020035433
loess,-6.6714487688681725
turfs,-6.67193212197704
fumer,-6.672175648636198
alley,-6.672267005473071
nudge,-6.672488409297133
monic,-6.673284782057103
biped,-6.673425573993411
chaps,-6.674660569429984
bands,-6.674845643025354
twirp,-6.675443979736286
doves,-6.67569101631476
prink,-6.675740667991708
above,-6.676144902941918
twins,-6.676499410845205
thong,-6.676629292476923
owned,-6.677027335399155
ploys,-6.678192072697103
ricer,-6.678501514823435
pilaf,-6.679995963081935
vague,-6.680270040842557
ebony,-6.680329634968277
whats,-6.680413744494093
algae,-6.680476952501989
hefts,-6.680769775098383
birds,-6.68357253496672
unhit,-6.683883889311067
brush,-6.683939411228143
taxon,-6.684207672623047
blind,-6.684570211470697
lochs,-6.684767205853297
repel,-6.685092607504597
lawny,-6.685402414367493
heres,-6.685619287978676
chive,-6.685831445353748
soupy,-6.686017860147181
barmy,-6.6860270084989
cubed,-6.686230465496835
rodeo,-6.686332645441044
eagle,-6.68637965706924
axled,-6.686391425786393
drown,-6.6865064715404845
fakir,-6.686897940532771
mould,-6.686922537364411
aspic,-6.68763837777501
waken,-6.687956199627655
sisal,-6.687961722354385
trump,-6.68806342027817
atilt,-6.688155060397926
guild,-6.68874561173332
fakes,-6.688891261288256
romps,-6.689041732194577
barks,-6.689189581693984
herby,-6.6892925609285605
misty,-6.6893126000590435
ovary,-6.689472161888022
valid,-6.689572161179797
plush,-6.6896329805457
bosun,-6.689675045936394
bigot,-6.690156385996986
flume,-6.690268488319479
lucid,-6.690304004345134
sigma,-6.69049664121299
grody,-6.690743291820425
kefir,-6.69117202937114
ruler,-6.691252849412619
eider,-6.691414726521042
joist,-6.691531585417693
madly,-6.692080161587742
hirer,-6.692388447558604
furls,-6.692624128487225
sages,-6.693354576100772
puree,-6.694006077953701
spicy,-6.694091845224705
rungs,-6.694311538360644
barfs,-6.694705814629188
syrup,-6.694919056709633
softy,-6.694959906263254
amyls,-6.695347491106862
eased,-6.695592939356744
balms,-6.695669977584761
omega,-6.695677243069901
femur,-6.695853650240353
quite,-6.696409721521815
mouth,-6.696846033237222
mango,-6.697011167441802
pubes,-6.697099117840818
aping,-6.697775212975715
sedgy,-6.697810480123334
batik,-6.697868940159427
light,-6.698076686966476
medic,-6.698266456396988
lacks,-6.698734711532043
cress,-6.698770270145919
suers,-6.698971387596715
sibyl,-6.699160027981834
viand,-6.699457798464361
toque,-6.699717995113699
zones,-6.70001453611213
dozer,-6.701828253931855
bravo,-6.703042506898001
welds,-6.70324071925007
russe,-6.703749477990035
creed,-6.704268802070327
yawed,-6.704351486465413
echos,-6.705430654583676
brack,-6.7067236307307825
tough,-6.706778218084074
unrig,-6.707449502480117
ceder,-6.7074788860981425
thaws,-6.707719094718674
gibed,-6.707740657673131
hafts,-6.7078930997957995
brigs,-6.708240886176154
stoat,-6.708411934623383
ethyl,-6.708463243172658
coifs,-6.708538361174274
pylon,-6.709014077044806
nukes,-6.709064445538796
tweak,-6.70913973569901
novas,-6.709183188502072
dives,-6.709885594112751
elder,-6.7099998461401515
coups,-6.710552030421074
birch,-6.710843315971475
cukes,-6.711689592502508
clink,-6.711972354522609
leery,-6.712175493132524
aught,-6.712187797642611
whist,-6.712574104267702
lanky,-6.712635902369881
pound,-6.712728545269561
firma,-6.712800881751335
video,-6.71289506704574
mynas,-6.713308036637173
oweth,-6.713323550679885
quote,-6.713611593872929
winos,-6.713796587209354
whets,-6.714008658127236
mikes,-6.714180233498423
bench,-6.714314112379729
veiny,-6.714403193150683
fused,-6.71469593496402
tells,-6.715399114638527
brims,-6.715717555768397
fouls,-6.715818926042973
thrum,-6.715904724355677
hound,-6.7159918569557755
soils,-6.7162505314651675
flaps,-6.7163133394083125
input,-6.716562035435682
scrum,-6.7167422961436705
sleep,-6.716944201039654
jails,-6.716981741936219
snafu,-6.717613501800256
seams,-6.717738139995242
chalk,-6.718112329360484
badly,-6.718466554268691
slunk,-6.7188631065138775
upend,-6.719900240795192
ponds,-6.720216802110358
bogey,-6.7202673065655105
pawls,-6.7206677206962855
linen,-6.721059233274268
wakes,-6.7216998448944425
flays,-6.722127562562426
optic,-6.722197067743654
yokes,-6.722253270296214
molds,-6.722343418161795
tykes,-6.7224411858719
campo,-6.722960430675372
bring,-6.723264635071072
brier,-6.723484020668628
kluge,-6.723528908154874
fiche,-6.724942922918928
handy,-6.725172037295195
atoll,-6.725330164899008
shrug,-6.7253680590259295
golds,-6.725397952580876
hives,-6.725478122058161
youth,-6.725864395351742
paean,-6.72588862294485
heath,-6.726216831858368
brews,-6.726710388797481
darky,-6.726771576119756
flics,-6.72695386499889
growl,-6.727000630420762
adlib,-6.727497487132315
kilns,-6.727537303188603
knots,-6.727586819059317
whoas,-6.727726936575498
porgy,-6.727922404951335
ghoti,-6.728225343405185
dorks,-6.728229924796815
clown,-6.728505906767343
grata,-6.728548732102062
eying,-6.728678793590607
thing,-6.728732967322835
slits,-6.728838698989482
peers,-6.729081208093683
these,-6.729432236945254
genre,-6.729438752250104
typos,-6.72970514945466
toted,-6.729775485947688
masse,-6.730302613603233
ditch,-6.7304598188018865
baked,-6.730553627801458
umber,-6.7308412896748315
gouty,-6.730968178567613
tenon,-6.731596630922166
foams,-6.731748661996873
futon,-6.731819022457631
polka,-6.731930855893797
spawn,-6.73199641462699
doubt,-6.732020658433051
kenaf,-6.732813769300386
fords,-6.733120907034316
pitch,-6.733459929035977
palmy,-6.733761820139213
green,-6.734321209508394
unsew,-6.734565329236159
blank,-6.73474568051193
porks,-6.734748741288884
mousy,-6.735348866739027
cozen,-6.7355285289705
pseud,-6.736197120962418
aphis,-6.736586533025923
taxis,-6.737820112788624
laded,-6.737933915667956
tarry,-6.7382647762466945
trots,-6.738490991071413
yikes,-6.738526420137005
titan,-6.739559016570099
scamp,-6.739917437829993
knave,-6.740423431621792
scowl,-6.740609416057952
stick,-6.74104426167108
profs,-6.7412626691928885
stock,-6.741334317265436
crowd,-6.741364899231476
wadis,-6.7415359286110315
zonal,-6.7418328159807945
curer,-6.7419542566090715
nervy,-6.7423993262412045
folic,-6.743154052327395
swarf,-6.743217270208153
epsom,-6.743223901939911
knits,-6.743320882716628
rider,-6.743559644956974
brisk,-6.743762420450034
favor,-6.744229283514512
hydra,-6.744313319910541
suras,-6.744919462299786
ruses,-6.744936506779139
cheer,-6.745269470864467
dazes,-6.7454644211442565
stomp,-6.745694465600741
build,-6.745710597739843
thews,-6.745842874725006
apple,-6.747222547964391
slots,-6.7472773093329526
fitly,-6.747432484535685
stoas,-6.748430538256096
fetch,-6.748610624766991
dashy,-6.749222138470216
meows,-6.749381662736006
ghoul,-6.749411243633
lunch,-6.7497385641007535
fiver,-6.750436307438257
cowls,-6.750494886919334
among,-6.750513453931068
piths,-6.751092057713111
torts,-6.7511808305087975
shies,-6.751686220500089
covey,-6.751718982871645
flags,-6.752270380048967
morph,-6.753068317986492
bonus,-6.753115739478304
burly,-6.753147965100609
dawns,-6.753592546825682
moths,-6.7536364024753075
rocks,-6.753793737835197
noses,-6.754718693546269
gronk,-6.754894473678825
lasts,-6.755045868068478
smirk,-6.755173936783211
knout,-6.755428857896339
words,-6.755698828339226
filth,-6.756072807730469
hertz,-6.756095837197899
perky,-6.756378711419765
fends,-6.7566490134106045
given,-6.757436316678036
knurl,-6.75760621428319
terry,-6.757726114702525
kerbs,-6.758055161336032
doxie,-6.75811570174663
ovens,-6.759457145563346
camps,-6.759784611427437
stung,-6.760264942519906
moves,-6.761183194864119
below,-6.761386225107056
dense,-6.7614872019267915
flams,-6.762229882161345
kelps,-6.762461661470337
alias,-6.762738070968369
tying,-6.76316834196018
kepis,-6.763287088786442
roper,-6.763346935217093
crepe,-6.764095570499728
welch,-6.764452281528602
heavy,-6.764504856067368
natal,-6.7653046365140685
utter,-6.7656024357032996
links,-6.765802329842043
adder,-6.766110118604207
gouda,-6.766128980437103
miaow,-6.766172311779984
order,-6.766411485706265
sheen,-6.766556355582328
aural,-6.767366931353377
faxer,-6.767490977334012
creep,-6.768199001576163
bangs,-6.768542084869276
joint,-6.76872040474592
wilco,-6.768857217907596
wends,-6.768878507086032
kayos,-6.768912725865819
watch,-6.768914362936138
bikes,-6.768991530525986
whens,-6.769016363877338
lurks,-6.769202081679004
scudo,-6.770199146409404
hazes,-6.770266102588176
scene,-6.7704990558614835
bunts,-6.771011364517566
roots,-6.771631686159488
goths,-6.771945750330797
genet,-6.771975036900199
waves,-6.772289190860948
addle,-6.772326375545518
amigo,-6.7728415347172515
poked,-6.772948210058027
silky,-6.773498498030763
baldy,-6.773823664909698
whirs,-6.774025637381406
prows,-6.774286057104268
color,-6.774658141796761
minus,-6.774859153524993
gilds,-6.775247834500707
snoot,-6.775257176397897
label,-6.776004650751536
stirs,-6.776028327767321
swive,-6.776454834123772
prick,-6.776501387817575
sebum,-6.7768480093093935
moose,-6.7771104520796985
sized,-6.778496594527781
khans,-6.778898213470108
vower,-6.779329367205311
dictu,-6.7795801400735805
pawns,-6.779832566898495
tents,-6.780413345022459
aioli,-6.780614167068811
flask,-6.780832093467342
yawls,-6.781180140564944
teeny,-6.781371563332468
lofty,-6.781750925164922
niece,-6.781853857097958
divot,-6.782011453833764
pipet,-6.782026507097863
curdy,-6.782226235024178
borer,-6.782232674035487
shoes,-6.782278982881454
dirks,-6.782736245157878
gorge,-6.7831320999534865
drums,-6.783152114536753
drugs,-6.783154378615465
hanks,-6.783563963182692
apnea,-6.7838091319939275
rebel,-6.784156770816792
rebar,-6.784237582641212
twang,-6.784484283640034
coxes,-6.784781799509617
umbel,-6.785028863833895
shack,-6.785082993792765
wagon,-6.785154083562773
corky,-6.785407607515586
hinds,-6.785541343830754
sewer,-6.785751235407156
riper,-6.786043049533464
newsy,-6.786361033738229
newly,-6.786594845890368
yogis,-6.786978901168759
bauds,-6.787057896269035
class,-6.787225472638209
curbs,-6.787666907545257
grimy,-6.787803721214268
elide,-6.78794135893002
aware,-6.788049521725163
deice,-6.788534296089594
cumin,-6.788999737533248
fancy,-6.789460820348343
lambs,-6.789626332389334
human,-6.7907108253619155
wands,-6.790921978635841
siege,-6.791154692510692
beaky,-6.791240283890437
fovea,-6.791634415630475
scars,-6.791673811241165
kaput,-6.791877878949575
trout,-6.792201499578832
bribe,-6.792209637812458
rupee,-6.79248745071178
payee,-6.792671517386514
suets,-6.792718456365211
mound,-6.792793521314483
gases,-6.792870979810431
jades,-6.792884937868665
gloms,-6.793362317958579
cowry,-6.793458638439336
pixel,-6.793746899655662
sects,-6.7939474098043515
phony,-6.794068444128777
nobly,-6.794119456881205
sides,-6.794506805116654
think,-6.794627248753039
juste,-6.794643960949851
inked,-6.794764824149882
phyla,-6.795069562108788
hypes,-6.795162045784632
wiped,-6.795991069006974
blips,-6.7966313547605175
extol,-6.797777731070823
milch,-6.797811554218546
sauna,-6.798070940226748
ducts,-6.798107258445458
reeds,-6.798618057433244
goose,-6.79876190761699
frigs,-6.799083195497095
clomp,-6.799109369138117
inner,-6.799949295917245
brink,-6.799949504911165
deify,-6.800018673014226
gives,-6.800564515804187
pivot,-6.800868744985238
frogs,-6.801190112000755
canal,-6.801578142150907
waxer,-6.801681171752024
lotta,-6.802198762986303
plonk,-6.803205710777668
divan,-6.803722157361423
aided,-6.804197447627943
beset,-6.804198673377572
tithe,-6.804419552589151
macho,-6.804832990719058
silts,-6.805102936606102
calix,-6.806130329455537
hiked,-6.806278845478034
betel,-6.806524075414965
woman,-6.806559580541993
quest,-6.80690972012261
roger,-6.80700694413791
hocus,-6.807531538046367
twiny,-6.8075539136023355
tacky,-6.807904326027202
sicko,-6.8085174679339815
study,-6.809356271175837
cuing,-6.809913841013929
piper,-6.809972403815642
tuxes,-6.809978928032337
wrong,-6.810391952733745
dress,-6.810737485724306
agate,-6.811343740576251
noway,-6.811494962665396
nurbs,-6.811995710696799
forms,-6.812398709211122
pokey,-6.813670538678711
dingo,-6.813694056304924
blush,-6.813756245756337
bandy,-6.8138783454683285
eyrie,-6.814375513027564
dusty,-6.814642694463598
grown,-6.815077606006783
pinch,-6.815556746312357
quirt,-6.815711131055473
risky,-6.8160771202815065
creme,-6.816192844190092
oleos,-6.816318733568775
tutor,-6.816837961592925
ouzel,-6.816865934861868
groks,-6.817379262092433
ardor,-6.81765960313046
czars,-6.817732258967549
babel,-6.817792070730692
diode,-6.818096621501131
velds,-6.8185656213220245
steed,-6.818647840379843
spies,-6.818712498734995
stool,-6.8187131015232785
shaky,-6.818822351646366
daubs,-6.819095326207102
shrub,-6.819291304118402
peels,-6.819294682821836
turfy,-6.819704154815015
lungs,-6.8200395074147915
mixer,-6.820319581328552
cache,-6.8205652865313695
tacit,-6.820594623485498
guyed,-6.820648320365602
kilty,-6.821138757156159
pismo,-6.821225432305625
solon,-6.82183488500428
botch,-6.822147056877693
godly,-6.822251865132351
scrub,-6.822882667348734
yawns,-6.82323202747872
egret,-6.823375092615487
stunk,-6.824626299609766
press,-6.824626316998597
hymen,-6.8246403577546255
wrack,-6.824660284432869
dukes,-6.824677912081592
wench,-6.825223808898372
impro,-6.8253488201137795
plink,-6.825375456881443
uncap,-6.825376514638426
gutsy,-6.8254077512411815
croon,-6.825897312471164
knife,-6.826113130389554
vigor,-6.826227046507221
tools,-6.826581308104556
gamic,-6.826616078502021
necks,-6.826683975602359
fogey,-6.826971153277029
vowel,-6.827214049307211
nisei,-6.827332515235333
ratty,-6.827560414284696
clung,-6.827831241352504
lying,-6.827991561819601
nixes,-6.828207298799752
kerfs,-6.828754171627112
motif,-6.829681107180303
oinks,-6.829683909594992
deads,-6.8299874202540245
squat,-6.83004251738615
